 written on 28Apr2018 at 11:39:36 
           5
         151
    1    1    2    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    2    1
    1
   -7   -4    0    1    1   -0.000921    0.000000
   -7   -4    0    2    1   -0.000041   -0.000005
   -7   -4    0    3    1    0.000252   -0.000018
   -7   -4    0    4    1   -0.000000    0.000000
   -7   -4    0    5    1    0.000000   -0.000000
   -7   -4    0    1    2    0.000060   -0.000008
   -7   -4    0    2    2   -0.000346   -0.000000
   -7   -4    0    3    2    0.000757   -0.000153
   -7   -4    0    4    2    0.000000    0.000000
   -7   -4    0    5    2    0.000000    0.000000
   -7   -4    0    1    3   -0.000414   -0.000030
   -7   -4    0    2    3   -0.000479   -0.000097
   -7   -4    0    3    3    0.001228   -0.000000
   -7   -4    0    4    3   -0.000000    0.000000
   -7   -4    0    5    3    0.000000   -0.000000
   -7   -4    0    1    4   -0.000000    0.000000
   -7   -4    0    2    4    0.000000    0.000000
   -7   -4    0    3    4    0.000000   -0.000000
   -7   -4    0    4    4   -0.000078   -0.000000
   -7   -4    0    5    4   -0.000021   -0.000000
   -7   -4    0    1    5   -0.000000   -0.000000
   -7   -4    0    2    5    0.000000   -0.000000
   -7   -4    0    3    5   -0.000000    0.000000
   -7   -4    0    4    5    0.000009   -0.000000
   -7   -4    0    5    5   -0.000054    0.000000
   -7   -3    0    1    1    0.001228    0.000000
   -7   -3    0    2    1    0.000088    0.000011
   -7   -3    0    3    1   -0.000418    0.000030
   -7   -3    0    4    1    0.000000   -0.000000
   -7   -3    0    5    1    0.000000   -0.000000
   -7   -3    0    1    2   -0.000486    0.000063
   -7   -3    0    2    2   -0.000345   -0.000000
   -7   -3    0    3    2   -0.000331    0.000067
   -7   -3    0    4    2    0.000000    0.000000
   -7   -3    0    5    2    0.000000    0.000000
   -7   -3    0    1    3    0.000248    0.000018
   -7   -3    0    2    3   -0.000104   -0.000021
   -7   -3    0    3    3   -0.000921    0.000000
   -7   -3    0    4    3    0.000000   -0.000000
   -7   -3    0    5    3   -0.000000    0.000000
   -7   -3    0    1    4    0.000000    0.000000
   -7   -3    0    2    4    0.000000   -0.000000
   -7   -3    0    3    4   -0.000000    0.000000
   -7   -3    0    4    4   -0.000078   -0.000000
   -7   -3    0    5    4    0.000019    0.000000
   -7   -3    0    1    5    0.000000    0.000000
